ID,"Zeměpisná délka A","Zeměpisná délka B","Zeměpisná šířka A","Zeměpisná šířka B","Výška A","Výška B","Zisk antény A - DBI","Zisk antény B - DBI","Kmitočet A - MHz","Kmitočet B - MHz","Šířka zabraného pásma A","Šířka zabraného pásma B","Střední výkon A","Střední výkon B",Polarizace,Vzdálenost
7259,15.8569,15.85,50.1939,50.1956,13,21,46.5,46.5,85000,75000,56,56,-5.2,-5.2,Vertikální,0.53
7260,14.3886,14.3811,50.0656,50.0636,20,15,43,43,74000,74000,500,500,5,5,Vertikální,0.58
7261,14.4097,14.3925,50.06,50.0636,20,10,43,43,74345,74345,500,500,5,5,Vertikální,1.29
7262,14.3844,14.3889,50.0706,50.0675,15,10,43,43,82875,82875,500,500,5,5,Vertikální,0.46
7263,14.3889,14.3886,50.0675,50.0656,10,20,43,43,73875,73875,500,500,5,5,Vertikální,0.22
7264,14.4325,14.4431,50.1033,50.1161,20,65,51,51,82875,72875,500,500,0,0,Vertikální,1.61
7265,14.4797,14.4511,50.0742,50.0811,25,111,50.5,46.5,85719,75719,56,56,3.7,3.7,Vertikální,2.18
7266,15.5947,15.5822,50.7178,50.7417,23,19,50.5,50.5,85750,75750,112,112,2,2,Vertikální,2.8
7267,14.3381,14.3433,50.0953,50.1017,25,54,46.5,46.5,85656,75656,56,56,-1.3,-1.3,Vertikální,0.8
7268,17.3947,17.3953,49.6178,49.6128,10,6,51,51,73250,83250,2000,2000,18,18,Vertikální,0.56
7269,17.4042,17.3947,49.5972,49.59,7,5,51,51,73250,83250,2000,2000,18,18,Vertikální,1.05
7270,17.3911,17.4125,49.585,49.5825,11,9,51,51,71500,81500,250,250,18,18,Vertikální,1.57
7271,14.08,14.0867,50.14,50.1406,49,7,46.5,46.5,85656,75656,56,56,-6.1,-6.1,Vertikální,0.48
7272,14.3433,14.3194,50.1017,50.0897,54,12,46.5,50.5,85844,75844,56,56,3.6,3.6,Vertikální,2.16
7273,14.4383,14.4511,50.0781,50.0811,26,111,46.5,50.5,85844,75844,56,56,-3.7,-3.7,Vertikální,0.97
7274,14.3867,14.3758,50.0297,50.0797,10,43,50.5,50.5,82000,72000,500,500,8.9,8.9,Vertikální,5.61
7275,14.4006,14.3758,50.0703,50.0797,27,43,50.5,50.5,85500,75500,250,250,-0.6,-0.6,Vertikální,2.05
7276,14.8836,14.9131,50.4481,50.4119,17,26,50.5,50.5,85562,75562,125,125,6.9,6.9,Vertikální,4.52
7277,14.3242,14.3311,51.0061,50.9664,20,21,50.5,50.5,84750,74750,250,250,6.5,6.5,Vertikální,4.44
7278,14.2839,14.3242,50.9883,51.0061,29,30,50.5,50.5,84750,74750,250,250,4,4,Vertikální,3.44
7279,14.4731,14.4831,50.1125,50.0914,20,35,50,50,82000,72000,500,500,15,15,Vertikální,2.45
7280,14.4581,14.4597,50.0239,50.0428,8,44,50,50,82000,72000,250,250,9,9,Vertikální,2.1
7281,14.4314,14.4328,50.0742,50.0731,24,26,38,38,72000,72000,250,250,0,0,Vertikální,0.16
7282,14.4147,14.4283,50.1756,50.1792,11,12,43,43,74375,74375,500,500,5,5,Vertikální,1.05
7283,17.285,17.2986,49.7267,49.7239,30,30,52,52,72250,82250,500,500,5,5,Vertikální,1.03
7284,14.5486,14.5097,50.1028,50.1172,44,14,51,51,71250,81250,250,250,10,10,Vertikální,3.2
7285,14.06,14.0642,50.6244,50.6242,28,14,43,43,74375,74375,500,500,5,5,Vertikální,0.3
7286,17.4803,17.4792,49.0686,49.0772,12,25,43,43,73375,83375,500,500,17,17,Horizontální,0.96
7287,17.4803,17.4792,49.0686,49.0772,12,25,42,42,72000,72000,500,500,5,5,Vertikální,0.96
7288,13.4489,13.4525,49.7578,49.7581,8,8,43,43,75375,75375,500,500,5,5,Vertikální,0.26
7289,13.4417,13.4536,49.8456,49.8414,8,12,46,46,71625,81625,1000,1000,2,2,Vertikální,0.97
7290,13.4483,13.4603,49.8456,49.8383,12,12,46,46,71625,81625,1000,1000,2,2,Horizontální,1.17
7291,13.4931,13.5186,49.8333,49.7481,12,12,51,46,71625,81625,250,250,15,15,Vertikální,9.65
7292,13.5803,13.5847,49.8411,49.8342,15,34,46,51,71625,81625,1000,1000,6,6,Vertikální,0.84
7293,14.0642,14.0692,50.6242,50.6292,11,9,43,43,74375,74375,500,500,5,5,Vertikální,0.66
7294,14.4344,14.4511,50.09,50.0811,27,117,46.5,46.5,85438,75438,125,125,4.6,4.6,Vertikální,1.55
7295,13.275,13.3078,49.8214,49.8142,12,10,45.5,45.5,71625,81625,1000,1000,10,10,Horizontální,2.48
7296,13.1225,13.1269,49.8944,49.8942,16,12,45.5,45.5,75125,85125,1000,1000,2,2,Horizontální,0.32
7297,13.3103,13.3031,49.8408,49.8389,12,15,45.5,45.5,74125,84125,1000,1000,2,2,Horizontální,0.56
7298,13.3103,13.3575,49.8408,49.8425,12,15,51,51,72625,82625,1000,1000,0,0,Vertikální,3.39
7299,13.3939,13.3986,49.8275,49.8272,9,6,45.5,45.5,71625,81625,1000,1000,2,2,Horizontální,0.34
7300,14.4689,14.4511,50.0681,50.0811,23,117,50.9,50.9,85844,75844,56,56,-2.3,-2.3,Vertikální,1.93
7301,14.4275,14.4511,50.0903,50.0811,35,111,50.5,50.5,81375,71375,500,500,-1.2,-1.2,Vertikální,1.97
7302,17.2775,17.2772,49.5908,49.6036,71,10,44.6,44.6,75656,85656,56,56,7.8,7.8,Vertikální,1.42
7303,14.3914,14.3758,50.0831,50.0797,25,48,46.5,50.5,84750,74750,250,250,4,4,Vertikální,1.17
7304,14.4906,14.4511,50.0881,50.0811,20,117,50.9,50.9,85844,75844,56,56,1.6,1.6,Vertikální,2.92
7305,14.4275,14.4511,50.0903,50.0811,35,111,50.9,50.9,85781,75781,56,56,-2,-2,Horizontální,1.97
7306,15.2969,15.2597,50.2067,50.1756,13,10,50.5,50.5,84750,74750,250,250,6.3,6.3,Vertikální,4.36
7307,15.2597,15.2239,50.1756,50.1544,10,10,46.5,50.5,84750,74750,250,250,8.1,8.1,Vertikální,3.47
7308,13.8958,13.8869,49.87,49.86,13,5,50.5,50.5,82125,72125,2000,2000,-5.1,-5.1,Vertikální,1.28
7309,15.3728,15.3619,50.4303,50.4356,8,30,44.6,50.9,85844,75844,56,56,-2.2,-2.2,Vertikální,0.97
7310,14.0564,14.0764,49.9708,49.9578,16,15,50.5,50.5,85000,75000,250,250,9,9,Vertikální,2.04
7311,16.1764,16.1689,50.4219,50.4194,22,18,46.5,50.5,84750,74750,250,250,-4.8,-4.8,Vertikální,0.6
7312,15.3681,15.3356,50.2475,50.2344,44,12,50.5,50.5,84750,74750,125,125,1.8,1.8,Vertikální,2.73
7313,13.9969,14.0033,49.6856,49.6892,21,10,46.5,46.5,83750,73750,250,250,-3.8,-3.8,Vertikální,0.61
7314,14.4511,14.4336,50.0811,50.0572,111,25,50.9,50.9,85844,75844,56,56,1.7,1.7,Vertikální,2.93
7315,15.7675,15.7694,50.0394,50.0292,70,43,50.5,50.5,84750,74750,250,250,-6.1,-6.1,Vertikální,1.15
7316,13.9969,14.0047,49.6856,49.6942,21,12,44.6,44.6,85656,75656,56,56,5.4,5.4,Vertikální,1.11
7317,14.4242,14.4511,50.085,50.0811,111,30,50.9,50.9,85719,75719,56,56,-2.1,-2.1,Vertikální,1.97
7318,14.3683,14.3758,50.0819,50.0797,10,43,44.6,44.6,85844,75844,56,56,-0.2,-0.2,Vertikální,0.59
7319,15.2789,15.2847,49.9725,49.9417,28,16,50.5,50.5,84938,74938,125,125,4.1,4.1,Vertikální,3.45
7320,14.6906,14.6869,49.7847,49.7833,20,40,44.6,44.6,85656,75656,56,56,-5.8,-5.8,Vertikální,0.3
7321,14.4506,14.4533,50.0172,50.0303,112,20,44.6,44.6,85656,75656,56,56,7.8,7.8,Vertikální,1.46
7322,14.4322,14.4511,50.0878,50.0811,30,111,51,51,72000,82000,1250,1250,20,20,Vertikální,1.54
7323,14.0564,14.0533,49.9708,49.9503,16,4,50.9,44.6,85656,75656,56,56,5.7,5.7,Vertikální,2.29
7324,14.4511,14.4633,50.0811,50.0694,111,50,50.5,46.5,84750,74750,250,250,0.6,0.6,Vertikální,1.56
7325,14.4242,14.4511,50.0919,50.0811,16,117,44.6,44.6,85656,75656,56,56,11.9,11.9,Vertikální,2.27
7326,14.4506,14.4389,50.0172,50.0383,112,10,50.9,50.9,85781,75781,56,56,0.1,0.1,Vertikální,2.49
7327,17.2775,17.2664,49.5908,49.5903,71,75,46.5,46.5,71625,81625,750,750,-1.5,-1.5,Vertikální,0.8
7328,17.2358,17.2664,49.5908,49.5903,40,75,46.5,46.5,75500,85500,250,250,8,8,Vertikální,2.2
7329,18.2658,18.2614,49.8311,49.8281,53,20,46.5,46.5,81625,71625,750,750,-6.3,-6.3,Vertikální,0.47
7330,14.0486,14.0558,49.6578,49.6728,10,36,50.9,50.9,85656,75656,56,56,-3.2,-3.2,Vertikální,1.75
7331,14.6847,14.6869,49.7853,49.7833,8,40,44.6,44.6,85656,75656,56,56,-6.9,-6.9,Vertikální,0.27
7332,14.4561,14.4511,50.0869,50.0811,117,30,46.5,46.5,84750,74750,250,250,-1.8,-1.8,Vertikální,0.74
7333,14.5986,14.6022,49.9758,49.9736,21,6,44.6,44.6,85656,75656,56,56,-4.4,-4.4,Vertikální,0.36
7334,14.4208,14.4511,50.0811,50.0811,30,111,46.5,50.5,81625,71625,750,750,3.4,3.4,Vertikální,2.16
7335,13.8144,13.8967,49.8419,49.8294,14,6,50.5,50.5,84750,74750,250,250,9.6,9.6,Vertikální,6.06
7336,13.8967,13.8869,49.8294,49.8594,6,14,50.5,50.5,81250,71250,250,250,3.9,3.9,Horizontální,3.41
7337,13.8967,13.8869,49.8294,49.8594,6,14,50.5,50.5,81500,71500,250,250,3.9,3.9,Vertikální,3.41
7338,14.4814,14.4486,48.9992,49.0028,37,12,50.9,50.9,85844,75844,14,14,-0.1,-0.1,Vertikální,2.42
7339,13.9969,14.0072,49.6856,49.7025,21,8,44.6,44.6,85844,75844,56,56,10.8,10.8,Vertikální,2.02
7340,14.9847,15.0092,50.7328,50.7625,13,12,50.9,50.9,85844,75844,56,56,4,4,Vertikální,3.72
7341,14.4511,14.5014,50.0811,50.12,117,40,50.9,50.9,82250,72250,250,250,8,8,Vertikální,5.62
7342,16.9686,16.9811,49.9689,49.97,44,37,50.9,50.9,85000,75000,56,56,-6,-6,Vertikální,0.9
7343,15.3444,15.295,50.1886,50.2108,10,40,50.5,50.5,81250,71250,250,250,6.1,6.1,Vertikální,4.3
7344,16.2822,16.2442,49.9992,50.0075,25,10,50.5,50.5,84750,74750,250,250,2.3,2.3,Vertikální,2.87
7345,14.4694,14.4511,50.0781,50.0811,25,111,44.6,44.6,85844,75844,56,56,7.2,7.2,Vertikální,1.35
7346,16.635,16.6747,49.2158,49.2225,20,43,50.5,50.5,84750,74750,250,250,2.7,2.7,Vertikální,2.98
7347,15.7908,15.7519,50.6244,50.6489,31,20,48.9,48.9,85812,75812,112,112,2,2,Vertikální,3.86
7348,16.6722,16.6747,49.1667,49.2225,12,43,50.5,50.5,85000,75000,250,250,2,2,Horizontální,6.21
7349,17.6464,17.6633,49.2083,49.2275,44,20,50.9,50.9,75781,85781,56,56,0.2,0.2,Vertikální,2.46
7350,14.1025,14.1208,50.1419,50.1331,15,35,44.6,44.6,75844,85844,56,56,2,2,Vertikální,1.64
7351,14.1261,14.1208,50.1211,50.1331,12,35,50.9,44.6,85844,75844,56,56,1.4,1.4,Vertikální,1.38
7352,17.1314,17.1442,49.4633,49.465,16,11,46.5,46.5,73000,83000,2000,2000,-0.1,-0.1,Vertikální,0.94
7353,13.9997,13.9917,50.2869,50.2708,15,12,51,51,83000,73000,500,500,5,5,Vertikální,1.88
7354,18.0003,17.9892,49.5967,49.5736,42,5,50.5,50.5,71625,81625,750,750,1.4,1.4,Vertikální,2.68
7355,15.9186,15.9108,50.3506,50.3536,33,22,44.6,44.6,85844,75844,56,56,0.8,0.8,Vertikální,0.65
7356,14.08,14.1208,50.14,50.1331,49,35,50.5,50.5,74750,84750,750,750,2,2,Vertikální,3.01
7357,14.4522,14.4511,50.0942,50.0811,20,116,44.6,44.6,75844,85844,56,56,2,2,Vertikální,1.45
7358,15.0539,15.0383,50.7633,50.7461,74,5,50.9,50.9,75844,85844,56,56,-0.7,-0.7,Vertikální,2.2
7359,16.6044,16.5947,49.2008,49.2011,53,30,43.8,43.8,72750,82750,250,250,5,5,Vertikální,0.71
7360,18.2658,18.2697,49.7681,49.7633,11,15,43.8,43.8,74625,84625,2000,2000,7,7,Vertikální,0.59
7361,16.8842,16.8847,49.2083,49.1978,18,8,42,42,75375,75375,500,500,5,5,Vertikální,1.17
7362,12.6111,12.6147,49.9803,49.9942,35,15,43,43,75375,75375,500,500,-21,-21,Vertikální,1.57
7363,14.4494,14.4439,50.0294,50.0442,65,25,43.8,49.1,82250,72250,500,500,0,0,Vertikální,1.68
7364,14.4208,14.4197,50.0125,50.015,65,45,43.8,43.8,81750,71750,500,500,0,0,Vertikální,0.29
7365,13.8239,13.8364,50.6644,50.6683,82,10,43.8,43.8,75625,85625,56,56,10,10,Vertikální,0.98
7366,18.2806,18.2842,49.8386,49.8386,58,22,38,38,73875,73875,500,500,3,3,Vertikální,0.26
7367,18.0847,18.0831,49.7558,49.7575,12,30,45,45,81625,71625,750,750,7,7,Vertikální,0.22
7368,14.4186,14.4067,49.8419,49.8503,35,20,45,45,73000,83000,2000,2000,-5,-5,Vertikální,1.26
7369,14.2619,14.2594,49.8728,49.8658,14,14,45,45,73000,83000,2000,2000,0,0,Vertikální,0.79
7370,14.0461,14.0103,49.9564,49.9303,50,10,50.5,50.5,74000,84000,2000,2000,5,5,Vertikální,3.87
7371,14.0369,14.0461,49.9494,49.9564,20,50,50.5,50.5,72500,82500,2000,2000,0,0,Vertikální,1.01
7372,14.0783,14.0728,49.9681,49.9819,15,65,50.5,50.5,72500,82500,2000,2000,0,0,Vertikální,1.59
7373,14.0728,14.0492,49.9819,49.9925,65,15,50.5,50.5,82500,72500,2000,2000,0,0,Vertikální,2.06
7374,14.0783,14.0647,49.9681,49.9669,15,20,50.5,50.5,73000,83000,2000,2000,5,5,Vertikální,0.98
7375,14.0647,14.0461,49.9669,49.9564,20,50,50.5,50.5,74500,84500,2000,2000,5,5,Vertikální,1.77
7376,14.3325,14.3056,50.0167,50.0336,40,70,50.5,50.5,74000,84000,750,750,0,0,Vertikální,2.69
7377,14.3325,14.3528,50.0167,50.0164,40,15,50.5,50.5,74000,84000,2000,2000,0,0,Vertikální,1.45
7378,14.4564,14.4436,50.0872,50.0864,30,20,50.5,50.5,72500,82500,2000,2000,5,5,Vertikální,0.92
7379,14.4436,14.4567,50.0864,50.1044,20,70,45,45,84000,74000,750,750,-5,-5,Vertikální,2.21
7380,14.2619,14.2639,49.8728,49.8728,14,16,45,45,74000,84000,1250,1250,-10,-10,Vertikální,0.14
7381,14.2122,14.1964,50.0256,50.0328,14,15,50.5,50.5,74500,84500,1250,1250,2,2,Vertikální,1.39
7382,14.3325,14.3114,50.0167,50.0678,40,55,50.5,50.5,72000,82000,1250,1250,10,10,Vertikální,5.88
7383,14.0783,14.0344,50.2414,50.2319,15,8,50.5,50.5,72500,82500,1250,1250,10,10,Vertikální,3.29
7384,18.1733,18.1822,49.8472,49.8531,30,12,43,43,74375,74375,500,500,3,3,Vertikální,0.91
7385,14.4511,14.4567,50.0811,50.1031,111,55,50.9,50.9,85844,75844,56,56,0.3,0.3,Vertikální,2.47
7386,13.8114,13.8206,50.3494,50.3508,60,10,43,43,73375,83375,500,500,4,4,Vertikální,0.67
7387,16.5775,16.5967,49.2236,49.2214,75,18,49.1,49.1,84750,74750,500,500,0,0,Vertikální,1.41
7388,14.5042,14.4728,50.2736,50.2869,31,32,51,51,71250,81250,250,250,10,10,Vertikální,2.68
7389,13.9978,13.9831,49.6736,49.6747,42,40,43.8,43.8,82000,72000,1000,1000,10,10,Vertikální,1.07
7390,12.8622,12.8967,50.2367,50.2058,30,28,51,51,71750,81750,250,250,15,15,Vertikální,4.21
7391,12.7433,12.76,50.2397,50.2483,43.5,16.2,50.5,46,73500,83500,250,250,15,15,Vertikální,1.52
7392,14.2789,14.2889,50.0514,50.0561,21,19,46,46,72500,82500,250,250,12,12,Vertikální,0.89
7393,14.2311,14.24,50.0614,50.0825,14.5,15,50.5,46,72500,82500,250,250,15,15,Vertikální,2.43
7394,14.3242,14.315,50.0542,50.0519,15,34,46,46,83000,73000,250,250,10,10,Vertikální,0.7
7395,16.6172,16.6217,49.1894,49.1978,39,41.5,43.8,43.8,82250,72250,250,250,16,16,Vertikální,0.98
7396,14.2892,14.3139,50.0197,50.0469,26,31,50.5,50.5,72000,82000,250,250,15,15,Vertikální,3.5
7397,15.3625,15.3628,50.435,50.4408,27.5,34,46,46,83500,73500,250,250,10,10,Horizontální,0.65
7398,15.3503,15.3628,50.4386,50.4408,24,32,46,46,83500,73500,250,250,12,12,Vertikální,0.92
7399,14.5283,14.5081,50.1197,50.1247,13,24.5,50.5,46,83000,73000,250,250,12,12,Vertikální,1.55
7400,14.5158,14.5153,50.1517,50.1394,36,31,50.5,46,73000,83000,250,250,12,12,Vertikální,1.36
7401,16.6619,16.6675,49.2011,49.2033,38,12,43.8,43.8,82750,72750,500,500,0,0,Vertikální,0.47
7402,16.655,16.6536,49.3544,49.3617,30,20,50,50,72125,82125,750,750,2,2,Vertikální,0.81
7403,16.655,16.6339,49.3681,49.3581,30,3,50,50,82625,72625,750,750,2,2,Vertikální,1.89
7404,14.0783,14.0697,50.1397,50.1453,45,33,39,39,74500,84500,2000,2000,5,5,Vertikální,0.87
7405,14.8969,14.8981,49.705,49.7044,42,10,44.6,44.6,84844,74844,56,56,-4.2,-4.2,Vertikální,0.1
7406,13.9072,13.9039,49.2592,49.2592,41,8,44.6,44.6,85844,75844,56,56,-4.9,-4.9,Vertikální,0.24
7407,14.5194,14.5239,50.1167,50.1033,13,10,43.8,43.8,81500,71500,250,250,10,10,Vertikální,1.52
7408,18.4467,18.4514,49.7808,49.78,55,10,43,43,73875,73875,500,500,0,0,Vertikální,0.35
7409,13.4111,13.4031,50.2275,50.2275,25,15,43,43,71875,81875,500,500,0,0,Vertikální,0.57
7410,16.1539,16.1633,49.9561,49.9567,52,13,46.5,46.5,84750,74750,2000,2000,9,9,Vertikální,0.68
7411,18.3914,18.3708,49.7889,49.7939,51,11,43,50,73875,73875,500,500,4,4,Vertikální,1.58
7412,14.3897,14.3964,50.0811,50.0725,30,20,51,51,84500,74500,1000,1000,2,2,Vertikální,1.07
7413,16.5728,16.565,49.2028,49.1967,24,8,43.8,43.8,72500,82500,250,250,13,13,Vertikální,0.88
7414,16.6192,16.6603,49.1967,49.2192,42,33,51,51,72000,82000,250,250,12,12,Vertikální,3.9
7415,16.5342,16.5336,49.1875,49.1742,40,10,51,51,84500,74500,1000,1000,3,3,Vertikální,1.48
7416,16.5342,16.5111,49.1875,49.1764,40,15,50.5,50.5,83000,73000,750,750,2,2,Vertikální,2.08
7417,17.8258,17.8306,49.6575,49.6611,8,15,42,42,74375,74375,500,500,0,0,Vertikální,0.53
7418,14.465,14.4686,48.9819,48.9936,43,10,50.5,50.5,81500,71500,500,500,10,10,Vertikální,1.32
7419,16.5342,16.4961,49.1875,49.1847,35,8,50.5,50.5,85000,75000,750,750,5,5,Vertikální,2.78
7420,13.2794,13.2831,49.7314,49.7331,15,15,45.5,45.5,74500,84500,1000,1000,2,2,Horizontální,0.32
7421,13.9831,14.0558,49.6747,49.6728,40,38,51,51,82000,72000,1000,1000,17,17,Vertikální,5.24
7422,13.5394,13.5214,50.3375,50.3342,40,6,38,38,71875,71875,500,500,5,5,Vertikální,1.33
7423,16.6189,16.6311,49.1967,49.1914,30,25,43.8,50.1,81750,71750,478,478,0,0,Vertikální,1.06
7424,15.8708,15.8942,49.0725,49.0886,40,30,49.5,49.5,84875,74875,500,500,6,6,Vertikální,2.47
7425,18.3411,18.3361,49.8189,49.8156,17,23,38,43,72375,72375,500,500,3,3,Vertikální,0.52
7426,14.4228,14.4181,50.0842,50.0847,31,25,43.8,43.8,71500,81500,250,250,5,5,Vertikální,0.34
7427,13.6544,13.6361,50.4975,50.4972,44,36,43.8,43.8,72250,82250,250,250,10,10,Vertikální,1.3
7428,15.7675,15.7608,50.0394,50.0272,70,18,50.9,50.9,85844,74844,56,56,-4.7,-4.7,Vertikální,1.44
7429,15.7675,15.7667,50.0394,50.0289,70,15,50.9,44.6,75656,85656,56,56,-0.3,-0.3,Vertikální,1.17
7430,13.3617,13.3633,50.4553,50.4444,50,10,38,38,75375,75375,500,500,5,5,Vertikální,1.21
7431,14.3169,14.3056,50.2467,50.2403,30,30,40,40,72375,82375,500,500,3,3,Vertikální,1.08
7432,14.3169,14.3081,50.2467,50.2761,30,30,60,60,74625,84625,2000,2000,5,5,Vertikální,3.33
7433,14.4858,14.5069,50.3456,50.3269,30,8,40,40,71875,82875,500,500,6,6,Vertikální,2.55
7434,14.4858,14.495,50.3456,50.3383,30,30,40,40,71375,81375,500,500,4,4,Vertikální,1.03
7435,18.2658,18.2808,49.8311,49.8308,60,40,50.5,50.5,72125,82125,2000,2000,5,4,Vertikální,1.08
7436,17.9117,17.895,49.9306,49.9297,43,45,50.5,50.5,84875,74875,2000,2000,12,12,Vertikální,1.2
7437,18.1878,18.2525,49.8219,49.8289,36,35,50.5,50.5,72250,82250,2000,2000,15,15,Vertikální,4.71
7438,17.4364,17.4617,49.4606,49.4542,38,36,50.5,50.5,84062,74062,2000,2000,6,7,Vertikální,1.96
7439,18.2144,18.1656,49.8686,49.8589,16,6,50.5,50.5,83000,73000,2000,2000,15,15,Vertikální,3.67
7440,14.4781,14.4758,50.3511,50.3503,15,20,38,38,73375,73375,250,250,5,5,Vertikální,0.18
7441,14.4717,14.4803,50.3578,50.3606,30,8,38,38,71875,71875,500,500,5,5,Vertikální,0.68
7442,14.4717,14.4636,50.3578,50.3722,30,12,45,45,72375,82375,500,500,5,5,Vertikální,1.7
7443,14.56,14.5792,50.0322,49.9944,39,12,51,51,71250,81250,250,250,13,13,Vertikální,4.42
7444,17.2169,17.2319,49.5778,49.5894,43,43,43.8,43.8,85625,75625,56,56,14,14,Vertikální,1.69
7445,13.3739,13.3914,49.7258,49.7306,44,31,43.8,43.8,73000,83000,250,250,9,9,Vertikální,1.36
7446,13.0233,12.9814,49.7283,49.7544,54,13,51,51,81500,71500,250,250,10,10,Vertikální,4.18
7447,14.4858,14.4781,50.3456,50.3511,30,14,46,46,75375,85375,500,500,5,5,Vertikální,0.83
7448,14.3169,14.3231,50.2467,50.2511,30,8,38,38,71875,71875,500,500,5,5,Vertikální,0.66
7449,14.3822,14.38,50.4558,50.4592,30,7,38,38,74375,74375,500,500,5,5,Vertikální,0.4
7450,14.3822,14.38,50.4558,50.4592,30,6,38,38,74375,74375,500,500,5,5,Vertikální,0.4
7451,14.4722,14.4725,50.3675,50.3664,8,8,38,38,74375,74375,500,500,5,5,Vertikální,0.13
7452,14.4806,14.4967,48.9728,48.9486,30,10,50.5,50.5,74875,84875,2000,2000,15,15,Vertikální,2.93
7453,14.4806,14.4733,48.9728,48.9608,30,30,50.5,50.5,72125,82125,2000,2000,15,15,Vertikální,1.43
7454,14.4806,14.5067,48.9728,48.9694,30,30,46,51,71625,81625,750,750,12,12,Vertikální,1.94
7455,18.3647,18.3653,49.7739,49.7556,23,12,50,50,74875,74875,500,500,1,1,Vertikální,2.04
7456,14.4394,14.4339,50.0547,50.0561,25,57,43.8,43.8,81500,71500,250,250,0,0,Vertikální,0.43
7457,14.7067,14.7331,49.195,49.2147,10,42,51,51,83875,73875,500,500,10,10,Vertikální,2.91
7458,18.28,18.3156,49.8308,49.8442,46,23,51,51,75625,85625,56,56,11,11,Vertikální,2.95
7459,18.3156,18.3231,49.8442,49.8408,22,11,43.8,43.8,85750,75750,56,56,5,5,Vertikální,0.65
7460,18.2656,18.2558,49.8006,48.8022,43,15,43,43,74375,74375,500,500,4,4,Vertikální,110.96
7461,14.8603,14.8592,49.9903,49.9836,11,8,50.5,50.5,75500,85500,500,500,2,2,Horizontální,0.75
7462,18.3647,18.3672,49.7739,49.7636,23,11,50,43,73875,73875,500,500,1,1,Vertikální,1.16
7463,14.4725,14.5192,48.9819,48.9817,52,10,50,50,74375,74375,500,500,5,5,Vertikální,3.41
7464,14.1461,14.1489,49.315,49.3039,46,20,43,43,71875,71875,500,500,5,5,Vertikální,1.25
7465,14.4725,14.4831,48.9819,48.9814,52,10,38,38,75375,75375,500,500,5,5,Vertikální,0.77
7466,14.9264,14.9275,48.9547,48.9631,30,10,43,38,74375,74375,500,500,5,5,Vertikální,0.93
7467,14.7547,14.7561,49.0283,49.0192,50,10,43,43,72875,72875,500,500,5,5,Vertikální,1.02
7468,14.06,14.0642,50.6244,50.6242,70,13,43,43,74375,74375,500,500,5,5,Vertikální,0.3
7469,16.8908,16.9267,49.2092,49.2122,32,8,43,43,82875,71875,500,500,16,16,Vertikální,2.63
7470,13.3861,13.3847,49.7369,49.7403,25,15,45.5,45.5,75125,85125,1000,1000,2,2,Horizontální,0.38
7471,13.3861,13.3786,49.7369,49.7356,25,15,45.5,45.5,71625,81625,1000,1000,2,2,Horizontální,0.56
7472,18.25,18.2347,49.7753,49.7697,53,9,43,43,72875,72875,500,500,3,3,Vertikální,1.26
7473,18.2656,18.2692,49.8006,49.7994,43,7,38,38,74375,74375,500,500,2,2,Vertikální,0.29
7474,15.775,15.7675,50.0453,50.0394,13,70,51,51,81750,71750,1250,1250,-4.2,-4.2,Horizontální,0.84
7475,14.4725,14.4767,48.9817,48.9917,62,16,43.8,43.8,81750,71750,500,500,0,0,Vertikální,1.15
7476,14.4525,14.4594,50.1217,50.1172,35,15,43.8,43.8,71375,81375,250,250,0,0,Vertikální,0.7
7477,14.6958,14.7331,49.1786,49.2147,28,36,51,51,82000,72000,80,80,14,14,Vertikální,4.84
7478,14.6958,14.6944,49.1786,49.1839,28,29,43.8,43.8,81250,71250,80,80,3,3,Vertikální,0.6
7479,14.6958,14.7072,49.1786,49.1378,30,30,51,51,81500,71500,250,250,14,14,Vertikální,4.61
7480,14.7456,14.7331,49.2578,49.2147,26,33,51,51,81500,71500,250,250,14,14,Vertikální,4.87
7481,14.7086,14.7331,49.23,49.2147,22,35,51,51,81750,71750,250,250,8,8,Vertikální,2.46
7482,14.7456,14.7375,49.2578,49.2867,26,27,51,51,81250,71250,250,250,10,10,Vertikální,3.26
7483,14.7086,14.6689,49.23,49.2514,14,32,51,51,81250,71250,250,250,12,12,Vertikální,3.74
7484,14.7331,14.7178,49.2147,49.1894,40,42,51,51,71250,81250,250,250,10,10,Vertikální,3.02
7485,14.5772,14.6258,49.1639,49.1458,38,48,51,51,81250,71250,250,250,12,12,Vertikální,4.06
7486,14.1464,14.1228,49.3139,49.3278,44,26,51,51,71750,81750,250,250,10,10,Vertikální,2.3
7487,14.6689,14.6153,49.2514,49.2694,32,40,51,51,71500,81500,250,250,13,13,Vertikální,4.38
7488,14.06,14.0642,50.6244,50.6242,11,16,43,43,74375,74375,500,500,5,5,Vertikální,0.3
7489,13.9861,13.97,50.1339,50.1392,8,8,42,42,74375,74375,500,500,5,5,Vertikální,1.29
7490,14.4414,14.4133,50.0819,50.0856,15,26,51,43.8,71500,81500,250,250,10,10,Vertikální,2.04
7491,18.2806,18.2903,49.8306,49.8319,48,14,43,43,73875,73875,500,500,0,0,Vertikální,0.71
7492,14.3417,14.3433,50.0953,50.1017,18,54,44.6,44.6,85844,75844,56,56,1.7,1.7,Vertikální,0.72
7493,18.1472,18.1381,49.6036,49.5875,43,29,50,50,72875,72875,500,500,4,4,Vertikální,1.91
