ID,"Zeměpisná délka A","Zeměpisná délka B","Zeměpisná šířka A","Zeměpisná šířka B","Výška A","Výška B","Zisk antény A - DBI","Zisk antény B - DBI","Kmitočet A - MHz","Kmitočet B - MHz","Šířka zabraného pásma A","Šířka zabraného pásma B","Střední výkon A","Střední výkon B",Polarizace,Vzdálenost
1,15.8494,15.8508,50.0667,50.0686,7,11,42,42,72000,72000,500,500,5,5,Horizontální,0.24
2,13.4728,13.4733,50.0983,50.0967,25,10,42,42,75375,75375,500,500,0,0,Vertikální,0.19
3,13.3997,13.4103,50.4711,50.4744,50,70,50,50,73500,83500,1250,1250,20,20,Vertikální,0.83
4,13.5422,13.5508,50.3186,50.3244,25,25,50,50,75000,85000,1250,1250,22,22,Horizontální,0.89
5,13.5419,13.5375,50.3183,50.3294,30,50,52,52,74000,84000,1250,1250,17,17,Horizontální,1.27
6,13.8539,13.8117,50.3664,50.3514,13,28,50,50,85000,75000,1250,1250,20,20,Horizontální,3.43
7,13.4339,13.4492,50.4978,50.5011,30,30,50,50,83500,73500,1250,1250,20,20,Vertikální,1.14
8,13.5375,13.5356,50.3294,50.3378,50,12,52,52,82000,72000,1250,1250,20,20,Horizontální,0.94
9,14.5839,14.5942,50.0597,50.0625,8,20,42,42,75375,75375,500,500,5,5,Vertikální,0.8
10,17.2775,17.2689,49.5908,49.5994,285,235,42,42,74000,74000,500,500,7,7,Vertikální,1.14
11,15.2797,15.2767,49.9553,49.9536,34,33,45.5,45.5,74125,84125,1000,1000,2,2,Horizontální,0.29
12,15.2822,15.2797,49.9594,49.9553,30,34,44,44,74500,84500,1250,1250,22,22,Vertikální,0.5
13,14.0303,14.0528,50.6769,50.6753,44,28,43,43,72750,82750,1000,1000,18,18,Vertikální,1.6
14,14.0303,14.0336,50.6769,50.6783,44,28,43,43,71750,81750,250,250,14,14,Vertikální,0.28
15,14.0303,13.9994,50.6769,50.6861,44,33,50,50,72000,82000,1000,1000,18,18,Vertikální,2.4
16,14.0303,14.0158,50.6769,50.6625,44,10,50,43,71750,81750,1000,1000,18,18,Vertikální,1.9
17,14.0303,14.0192,50.6769,50.6847,44,20,43,43,71750,81750,1000,1000,14,14,Vertikální,1.17
18,14.0303,14.0186,50.6769,50.6681,44,21,43,43,71750,81750,1000,1000,14,14,Vertikální,1.29
19,14.0303,14.0456,50.6769,50.6531,44,23,50,50,72000,82000,1000,1000,18,18,Vertikální,2.87
20,14.0189,14.0186,50.6675,50.6772,21,9,43,43,81250,71250,250,250,18,18,Vertikální,1.08
21,14.1458,14.1483,50.6642,50.6708,7,10,43,43,71250,81250,250,250,12,12,Vertikální,0.76
22,14.06,14.0642,50.6244,50.6242,21,24,43,43,81250,71250,250,250,12,12,Vertikální,0.3
23,14.6167,14.5572,50.9081,50.9528,42,42,50,50,74375,74375,500,500,3,3,Vertikální,6.49
24,14.2161,14.2456,50.7789,50.7636,20,25,52,52,74500,84500,2500,2500,3,3,Horizontální,2.68
25,14.06,14.0642,50.6244,50.6242,28,26,43,43,74375,74375,500,500,5,5,Vertikální,0.3
26,16.0419,16.0569,48.8642,48.8603,35,35,42,42,75375,75375,500,500,5,5,Vertikální,1.18
27,16.0419,16.0544,48.8642,48.8572,35,15,42,42,73375,73375,500,500,5,5,Vertikální,1.2
28,16.065,16.0617,48.8411,48.8394,35,15,42,42,75375,75375,500,500,5,5,Vertikální,0.31
29,16.065,16.0758,48.8411,48.8508,35,35,50,50,73375,73375,500,500,5,5,Horizontální,1.34
30,18.1403,18.1531,49.6339,49.6411,10,22,52.5,50,83500,73500,1250,1250,-29.3,-28.6,Vertikální,1.22
31,17.9697,17.9694,49.4694,49.4642,25,22,45,45,75375,75375,500,500,5,5,Vertikální,0.59
32,14.0789,14.0811,50.2372,50.2292,16,16,42,42,74000,74000,500,500,5,5,Vertikální,0.91
33,14.0789,14.0736,50.2372,50.2297,12,20,42,42,73875,73875,500,500,5,5,Horizontální,0.91
34,14.0811,14.0947,50.2289,50.2292,16,28,42,42,84100,74100,500,500,-6,-6,Vertikální,0.97
35,14.0942,14.0883,50.2997,50.2844,12,12,51,51,72625,82625,1000,1000,5,5,Vertikální,1.75
36,15.8997,15.8897,50.5661,50.5811,28,26,52.5,52.5,85000,75000,1250,1250,20,20,Vertikální,1.81
37,14.4789,14.4814,49.3081,49.2992,8,20,44,44,74625,74625,1250,1250,20,20,Vertikální,1
38,14.0717,14.0658,49.9669,49.9628,22,15,42,42,74000,74000,500,500,4,4,Vertikální,0.62
39,17.075,17.0906,49.7078,49.7228,30,18,50,50,75000,85000,500,500,16.5,16.5,Vertikální,2.01
40,17.0903,17.1142,49.7228,49.7717,15,25,52.5,50,85000,75000,1250,1250,20,20,Vertikální,5.7
41,16.9422,16.9261,49.7775,49.78,10,40,50,52.5,75000,85000,1250,1250,7.5,8,Vertikální,1.19
42,14.0533,14.0461,49.9586,49.9558,32,40,42,42,74000,74000,500,500,4,4,Vertikální,0.6
43,13.8986,13.9017,49.8428,49.8367,10,20,42,42,74000,74000,500,500,4,4,Vertikální,0.71
44,14.03,14.0292,50.6769,50.6708,44,25,43,43,72375,72375,500,500,5,5,Vertikální,0.68
45,16.8781,16.8747,49.2028,49.2006,4.5,9.5,43,43,74250,84250,1250,1250,5,5,Horizontální,0.35
46,16.8778,16.8842,49.2083,49.2083,5,19,42,42,74375,74375,500,500,5,5,Horizontální,0.46
47,16.8714,16.8778,49.2092,49.2083,2,5,42,42,74375,74375,500,500,5,5,Vertikální,0.47
48,16.5331,16.5322,49.2994,49.3089,26,30,42,42,74000,74000,500,500,7,7,Vertikální,1.05
49,13.7325,13.7317,50.1075,50.0944,25,25,50,50,73500,73500,1250,1250,9,9,Horizontální,1.45
50,14.4097,14.3925,50.06,50.0636,16,13.5,50,50,73875,73875,500,500,5,5,Vertikální,1.29
51,14.4097,14.4044,50.06,50.0617,16,19.5,43,43,72000,72000,500,500,5,5,Vertikální,0.42
52,14.4044,14.3989,50.0617,50.0614,19.5,19,43,43,74375,74375,500,500,5,5,Vertikální,0.4
53,14.3881,14.3814,50.065,50.0636,16,17.5,43,43,74875,74875,500,500,5,5,Vertikální,0.5
54,14.3925,14.3881,50.0636,50.065,13.5,16,43,43,75375,75375,500,500,5,5,Vertikální,0.35
55,14.3925,14.3889,50.0636,50.0675,13.5,10.5,43,43,74375,74375,500,500,5,5,Vertikální,0.5
56,15.2167,15.2228,49.4356,49.4194,47,15,51,51,73500,83500,1250,1250,7,7,Vertikální,1.84
57,16.61,16.61,49.1947,49.1997,30,26,42,42,73875,73875,500,500,5,5,Horizontální,0.56
58,17.7556,17.7506,49.7803,49.7775,20,25,50,42,74875,74875,500,500,4,4,Vertikální,0.47
59,14.8569,14.8594,49.9961,49.9936,10,25,42,42,74000,74000,500,500,4,4,Vertikální,0.33
60,14.8572,14.8653,49.9889,49.9839,18,16,42,42,74000,74000,500,500,4,4,Vertikální,0.8
61,14.8525,14.8592,49.9842,49.9836,25,9,42,42,74000,74000,500,500,4,4,Vertikální,0.48
62,15.0831,15.0906,50.9064,50.9222,12,25,50.5,50.5,73000,83000,2000,2000,14,14,Horizontální,1.84
63,14.0461,14.0222,49.9558,49.9408,35,12,51,51,72625,82625,1000,1000,4,4,Vertikální,2.39
64,17.1189,17.1278,49.4742,49.4725,15,35,45,45,75375,75375,500,500,5,5,Vertikální,0.67
65,12.3708,12.3703,50.0767,50.0806,16,22,42,42,72000,72000,500,500,5,5,Vertikální,0.43
66,17.9697,17.965,49.4694,49.4756,22,22,45,45,74375,74375,500,500,5,5,Vertikální,0.76
67,12.3708,12.3767,50.0767,50.0825,16,25,42,42,72000,72000,500,500,5,5,Horizontální,0.77
68,14.5097,14.5058,50.0572,50.0692,30,27,42,42,72000,72000,500,500,5,5,Vertikální,1.36
69,12.3547,12.3592,50.1272,50.1378,25,10,42,42,74000,74000,500,500,5,5,Vertikální,1.22
70,12.3775,12.3769,50.0728,50.0631,35,20,42,42,74000,74000,500,500,5,5,Vertikální,1.08
71,17.9878,17.9786,49.3367,49.3408,22,15,42,42,74000,74000,500,500,5,5,Vertikální,0.81
72,17.995,17.9947,49.3367,49.3392,20,15,42,42,74000,74000,500,500,0,0,Vertikální,0.28
73,17.9853,17.9794,49.3294,49.3192,22,12,42,50,74375,74375,500,500,5,0,Vertikální,1.22
74,14.3761,14.3719,50.1047,50.105,25,15,43,43,72375,72375,500,500,5,5,Vertikální,0.3
75,14.3758,14.3767,50.1047,50.1072,25,15,42,42,74375,74375,500,500,5,5,Vertikální,0.28
76,16.9794,16.9364,49.9583,49.9128,42,30,50,50,73500,83500,1250,1250,20,20,Vertikální,5.93
77,16.9039,16.9364,49.8656,49.9031,40,30,50,50,73500,83500,1250,1250,20,20,Vertikální,4.77
78,16.9039,16.9614,49.8656,49.8289,40,23,50,50,73500,83500,1250,1250,20,20,Vertikální,5.8
79,16.9231,16.9614,49.7781,49.8289,26,23,50,50,73500,83500,1250,1250,20,20,Vertikální,6.28
80,16.9231,16.9186,49.7781,49.7775,26,28,52,52,74500,84500,1250,1250,2,8,Horizontální,0.33
81,16.6536,16.6503,49.3536,49.3561,20,20,42,42,74875,74875,500,500,5,5,Vertikální,0.37
82,16.655,16.6431,49.3681,49.3608,30,40,50,50,82125,72125,750,750,2,2,Horizontální,1.18
83,16.9175,16.9186,49.7742,49.7775,20,28,50,50,73500,83500,1250,1250,20,20,Horizontální,0.38
84,15.0056,15.0117,49.1486,49.1528,16,20,43,43,73375,73375,500,500,5,5,Vertikální,0.64
85,15.7706,15.7583,50.0481,50.0464,45,33,42,42,72000,72000,500,500,5,5,Vertikální,0.89
86,16.9289,16.9261,49.7753,49.7797,20,32,52,52,74500,84500,1250,1250,0,-1,Horizontální,0.53
87,16.9289,16.9236,49.7753,49.775,20,15,50,50,73500,83500,1250,1250,-4,-4,Vertikální,0.38
88,15.7706,15.7603,50.0481,50.0444,45,33,42,42,72000,72000,500,500,5,5,Vertikální,0.84
89,16.9261,16.9422,49.7797,49.7775,32,11,52,52,74500,84500,1250,1250,-6,-6,Horizontální,1.18
90,16.9261,16.9261,49.775,49.7797,18,32,52,52,72000,82000,1250,1250,-3,-3,Vertikální,0.52
91,16.9794,17.0081,49.9583,49.9503,42,12,50,50,73500,83500,1250,1250,8,8,Vertikální,2.23
92,17.0331,17.0083,49.9431,49.95,24,12,50,50,73500,83500,1250,1250,20,20,Horizontální,1.93
93,16.9039,16.8836,49.8656,49.8878,50,24,50,50,73500,83500,1250,1250,16,16,Horizontální,2.87
94,16.9794,16.9825,49.9583,49.9619,42,14,52,52,74500,84500,1250,1250,-14,-14,Horizontální,0.46
95,16.61,16.6044,49.195,49.1994,30,26,42,42,75375,75375,500,500,5,5,Horizontální,0.64
96,15.0017,15.0011,49.1469,49.1461,14,15,43,43,74357,74357,500,500,5,5,Vertikální,0.1
97,15.0017,15.0181,49.1469,49.1556,14,18,43,50,71875,71875,500,500,5,5,Vertikální,1.53
98,16.0508,16.0397,48.8689,48.865,46,33,52,52,74500,84500,1250,1250,0,0,Horizontální,0.92
99,18.5422,18.5428,49.6811,49.6767,15,8,43,43,71375,71375,500,500,5,5,Vertikální,0.5
100,15.0478,15.0389,50.7806,50.7744,35,35,42,42,74875,74875,500,500,5,5,Vertikální,0.92
101,15.035,15.0386,50.7644,50.7506,35,25,42,42,74375,74375,500,500,5,5,Vertikální,1.56
102,15.0478,15.0428,50.7806,50.7825,35,35,42,42,74000,74000,500,500,5,5,Vertikální,0.41
103,15.0711,15.0847,50.76,50.7636,35,39,42,42,74000,74000,500,500,5,5,Vertikální,1.04
104,16.8864,16.8514,48.7606,48.7575,45,27,50,50,85000,75000,1250,1250,20,20,Vertikální,2.59
105,14.5489,14.5431,50.1303,50.1331,15,13,42,42,74000,74000,500,500,4,4,Vertikální,0.52
106,14.5489,14.5478,50.1303,50.1358,15,11,42,42,72000,72000,500,500,4,4,Vertikální,0.62
107,13.6403,13.6331,50.5028,50.52,8,9,50,50,75375,75375,500,500,5,5,Vertikální,1.98
108,15.7878,15.7789,49.9514,49.9569,20,40,47,47,84500,74500,1250,1250,10,10,Vertikální,0.89
109,13.6331,13.6425,50.52,50.5144,9,8,42,42,74000,74000,500,500,7,7,Vertikální,0.91
110,13.6375,13.6331,50.5031,50.52,45,9,42,42,72000,72000,500,500,7,7,Vertikální,1.91
111,14.1228,14.1247,50.085,50.0889,15,8,42,42,74000,74000,500,500,5,5,Vertikální,0.45
112,14.0678,14.0711,50.0239,50.0289,10,15,42,42,74000,74000,500,500,5,5,Vertikální,0.6
113,14.2156,14.2139,50.0567,50.0575,10,10,42,42,74875,74875,500,500,5,5,Vertikální,0.15
114,14.2156,14.2117,50.0567,50.0611,10,10,42,42,74000,74000,500,500,5,5,Vertikální,0.57
115,14.4478,14.4425,50.1103,50.0844,29,39,51,51,84625,74625,1000,1000,20,20,Vertikální,2.9
116,14.1306,14.1292,50.0889,50.0869,15,20,42,42,74000,74000,500,500,5,5,Vertikální,0.24
117,14.0919,14.0911,50.0736,50.0753,10,15,42,42,74000,74000,500,500,5,5,Vertikální,0.19
118,13.3772,13.3803,49.73,49.7622,35,35,50,50,75000,85000,1250,1250,22,22,Vertikální,3.59
119,14.5389,14.5333,50.0861,50.0819,35,12,50,43,74500,84500,250,250,2,4,Vertikální,0.61
120,15.7783,15.7869,49.9586,49.9483,18,15,52,52,83500,73500,1250,1250,0,0,Vertikální,1.3
121,15.9967,15.9936,50.07,50.0714,10,10,42,42,74000,74000,500,500,0,0,Vertikální,0.27
122,17.395,17.3858,48.9506,48.9536,29,26,42,42,74000,74000,500,500,7,7,Křížová,0.75
123,17.395,17.3811,48.9506,48.9508,29,26,42,42,72000,72000,500,500,7,7,Křížová,1.01
124,17.395,17.3842,48.9506,48.9567,29,20,42,42,72000,72000,500,500,7,7,Křížová,1.04
125,17.395,17.3922,48.9506,48.9628,29,14,42,42,74000,74000,500,500,7,7,Křížová,1.37
126,18.0597,18.0619,49.3042,49.3078,13,19,42,42,73875,73875,500,500,5,5,Vertikální,0.43
127,18.0597,18.0647,49.3042,49.3047,13,9,42,42,74875,74875,500,500,5,5,Vertikální,0.37
128,14.4006,14.4094,50.0706,50.0611,17,22,44,44,74625,84625,1000,1000,20,20,Vertikální,1.23
129,18.2806,18.275,49.8308,49.8606,45,82,51,51,72625,82625,1000,1000,20,20,Vertikální,3.33
130,18.2806,18.2603,49.8308,49.8075,45,65,51,51,71625,81625,1000,1000,20,20,Vertikální,2.97
131,13.6419,13.6306,50.5108,50.5161,50,40,51,51,85625,85625,500,500,5,5,Horizontální,1
132,13.6347,13.6336,50.5017,50.5025,40,15,43,52,73375,73375,500,500,5,5,Horizontální,0.12
133,16.7414,16.7408,49.6664,49.6708,35,12,43,43,75375,75375,500,500,5,5,Vertikální,0.5
134,15.7786,15.7869,49.9586,49.9483,15,12,51,51,83500,73500,1250,1250,22,22,Horizontální,1.29
135,14.2633,14.2842,50.4225,50.4272,20,10,43.8,43.8,75000,85000,1250,1250,21,21,Vertikální,1.57
136,13.9992,14.0083,49.0225,49.015,16,13,42,42,75375,75375,500,500,5,5,Vertikální,1.07
137,14.4461,14.4386,50.0778,50.0761,25,29,42,42,74375,74375,500,500,5,5,Vertikální,0.57
138,17.6453,17.6453,49.0231,49.0294,15,8,43,43,74375,74375,500,500,5,5,Vertikální,0.71
139,16.4006,16.3972,49.9728,49.9694,35,36,43,43,74375,74375,500,500,5,5,Vertikální,0.44
140,14.4981,14.4314,50.0581,50.0694,30,13,52,52,74500,84500,1750,1750,30,30,Horizontální,4.92
141,14.4314,14.4397,50.0694,50.0739,13,15,52,52,82000,72000,1750,1750,30,30,Horizontální,0.77
142,14.4314,14.4019,50.0694,50.0778,13,13,52,52,84500,74500,1750,1750,30,30,Horizontální,2.3
143,16.2633,16.2644,49.7136,49.7147,25,20,38,38,71875,71875,500,500,5,5,Vertikální,0.15
144,16.2933,16.2731,49.8831,49.8808,15,10,45,45,72250,82250,250,250,15,15,Vertikální,1.47
145,16.3122,16.3117,49.8719,49.8786,40,40,48,48,72000,82000,1250,1250,15,16,Vertikální,0.74
146,16.3097,16.3119,49.8706,49.8708,15,15,43,43,73375,73375,500,500,0,0,Vertikální,0.16
147,16.4681,16.4483,49.7642,49.7669,90,20,45,45,72000,82000,250,250,9,3,Vertikální,1.45
148,14.1472,14.1506,49.3089,49.3056,19,24,50,50,75000,85000,1250,1250,20,20,Vertikální,0.44
149,16.3811,16.3686,49.1189,49.1072,6,35,50,50,74375,74375,500,500,5,5,Vertikální,1.58
150,14.4528,14.4483,50.1083,50.1269,30,45,52,52,74625,84625,625,625,23,23,Vertikální,2.09
151,14.4644,14.4925,50.0014,49.9861,20,12,52,52,74625,84625,625,625,23,22,Vertikální,2.63
152,14.4244,14.4542,50.0386,50.0228,52.5,52,51,51,71250,81250,250,250,18,18,Vertikální,2.76
153,14.4261,14.4244,50.0314,50.0386,38.3,50,43.8,43.8,81500,71500,250,250,18,18,Vertikální,0.81
154,14.4244,14.4275,50.0386,50.0283,40,50,51,43.8,71750,81750,250,250,18,18,Vertikální,1.16
155,14.4453,14.4211,50.0158,50.0122,42.5,63.7,51,51,81250,71250,250,250,18,18,Vertikální,1.77
156,14.6669,14.6728,49.4128,49.4089,24,36,43,43,74375,74375,500,500,5,5,Horizontální,0.6
157,14.4725,14.4775,48.9817,48.9808,52,12,43,43,74375,74375,500,500,5,5,Horizontální,0.38
158,18.2522,18.2589,49.8292,49.8294,32,13,43,43,72375,72375,500,500,4,4,Vertikální,0.48
159,18.2808,18.2819,49.8497,49.8533,30,10,42,42,74375,74375,500,500,5,5,Horizontální,0.41
160,18.4467,18.4583,49.7808,49.7858,60,10,43,43,74375,74375,500,500,5,5,Horizontální,1.01
161,16.5864,16.5836,49.2353,49.2367,45,25,48,48,74500,84500,1250,1250,5,5,Horizontální,0.25
162,14.4811,14.4811,50.0692,50.0711,26,21,50,50,74500,84500,1250,1250,-32,-32,Vertikální,0.22
163,15.0614,15.0558,50.7722,50.7697,35,30,42,42,74875,74875,500,500,-2,-2,Vertikální,0.48
164,15.0536,15.0533,50.7631,50.7564,80,20,42,42,74875,74875,500,500,-2,-2,Vertikální,0.74
165,18.2658,18.2367,49.8308,49.8069,52,53,52,52,71375,81375,500,500,13,13,Vertikální,3.38
166,18.2367,18.1869,49.8069,49.8242,53,45,52,52,82875,72875,1000,1000,12,11,Horizontální,4.05
167,18.2367,18.2489,49.8069,49.8019,53,28,52,44,73875,73875,500,500,5,5,Horizontální,1.04
168,14.2019,14.2178,50.0183,50.0178,25,14,43,43,81875,71875,500,500,11,11,Vertikální,1.13
169,18.2719,18.2658,49.8369,49.8308,52,52,52,52,74375,74375,500,500,5,5,Vertikální,0.81
170,18.2719,18.2669,49.8369,49.8411,52,26,42,42,73375,73375,500,500,5,5,Vertikální,0.59
171,18.2719,18.2764,49.8369,49.8489,53,57,52,52,74375,74375,500,500,5,5,Horizontální,1.37
172,18.3506,18.3572,49.6769,49.69,34,29,51,51,74375,74375,500,500,5,5,Vertikální,1.53
173,18.2364,18.2583,49.8069,49.7894,56,41,51,51,83625,73625,1000,1000,19,19,Vertikální,2.5
174,16.315,16.3081,50.0836,50.0783,12,8,42,42,74875,74875,500,500,4,4,Vertikální,0.77
175,18.2656,18.2364,49.8308,49.8069,42,56,51,51,71375,81375,500,500,13,13,Vertikální,3.38
176,17.1189,17.0892,49.4742,49.47,15,20,45,45,72375,72375,500,500,5,5,Horizontální,2.2
177,18.2364,18.1869,49.8069,49.8239,56,42,51,51,72875,82875,500,500,13,13,Vertikální,4.02
178,18.7544,18.7647,49.59,49.5803,30,40,50,50,71750,81750,1250,1250,0,0,Vertikální,1.31
179,18.6031,18.5903,49.7347,49.7381,30,30,50,50,74625,84625,2000,2000,8,8,Vertikální,0.99
180,18.4636,18.4764,49.7606,49.7608,30,30,42,42,73875,73875,500,500,4,4,Vertikální,0.92
181,15.0631,15.0944,50.7514,50.7608,33,33,43,43,74375,74375,500,500,5,5,Vertikální,2.44
182,16.0419,16.0444,48.8642,48.8608,35,35,42,42,75375,75375,500,500,5,5,Vertikální,0.41
183,13.6367,13.6406,50.5136,50.5139,258,244,42,42,75375,75375,500,500,-4,-4,Vertikální,0.28
184,13.6603,13.6486,50.4958,50.4914,200,200,42,42,73875,73785,500,500,3,3,Vertikální,0.96
185,13.6583,13.6603,50.5019,50.4958,38,20,42,42,74375,74375,500,500,3,3,Vertikální,0.69
186,12.8603,12.8639,50.2286,50.2372,32,40,42,42,74375,74375,500,500,5,5,Vertikální,0.99
187,14.0789,14.0742,50.2375,50.2283,13,13,52,52,75250,85250,1000,1000,-8,-10,Vertikální,1.07
188,15.9133,15.8997,50.5692,50.5603,12,25,51,51,74500,84500,1000,1000,-3,-3,Horizontální,1.38
189,15.9133,15.9217,50.5692,50.5633,12,40,42,42,73875,73875,500,500,5,5,Horizontální,0.88
190,14.0781,14.0731,50.2411,50.2728,28,9,52,52,74500,84500,1250,1250,5,5,Vertikální,3.54
191,18.2808,18.2747,49.8497,49.8511,35,20,43,43,74375,74375,500,500,5,5,Vertikální,0.46
192,14.0703,14.0628,49.9661,49.9656,30,34,43.8,43.8,81375,71375,250,250,5,5,Vertikální,0.54
193,14.0533,14.0628,49.9586,49.9656,32,33,43.8,43.8,81625,71625,250,250,17,17,Vertikální,1.03
194,14.4667,14.4944,50.3728,50.3542,19,53,51,51,71625,81625,250,250,17,17,Vertikální,2.86
195,14.4758,14.4944,50.3503,50.3542,26,53,43.8,43.8,71375,81375,250,250,17,17,Vertikální,1.39
196,14.4717,14.4944,50.3581,50.3542,26,53,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.67
197,14.0628,14.0719,49.9656,49.9656,34,12,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.66
198,14.535,14.5519,50.6892,50.6814,38,21,43.8,43.8,71750,81750,250,250,17,17,Vertikální,1.47
199,14.535,14.5436,50.6892,50.6842,37,27,43.8,43.8,71500,81500,250,250,12,12,Vertikální,0.82
200,14.535,14.5281,50.6892,50.6797,38,28,43.8,43.8,71250,81250,250,250,15,15,Vertikální,1.16
201,14.535,14.5214,50.6892,50.6853,38,38,43.8,43.8,72000,82000,250,250,16,16,Horizontální,1.05
202,14.535,14.5378,50.6892,50.6697,38,14,51,43.8,72250,82250,250,250,17,17,Vertikální,2.17
203,12.8622,12.8689,50.2367,50.2292,30,22,43.8,51,72500,82500,250,250,15,15,Horizontální,0.96
204,12.8622,12.8517,50.2367,50.2278,30,35,43.8,43.8,71250,81250,250,250,17,17,Vertikální,1.24
205,13.0378,13.0394,49.3925,49.3942,15,28,42,42,74000,74000,500,500,5,5,Vertikální,0.22
206,14.1481,14.1169,50.2519,50.2364,7,10,52,52,82000,72000,1250,1250,8,8,Horizontální,2.81
207,14.5531,14.5369,50.0856,50.0839,15,27,43.5,43.5,75750,85750,250,250,12,12,Vertikální,1.16
208,15.2083,15.2025,50.0219,50.0317,40,35,42,42,75375,75375,500,500,3,3,Vertikální,1.16
209,14.4389,14.4358,50.0503,50.0628,120,23,43,43,74375,74375,500,500,5,5,Vertikální,1.41
210,16.6,16.6069,49.19,49.1872,20,25,43,43,74375,74375,500,500,5,5,Vertikální,0.59
211,13.3997,13.4131,49.8014,49.7922,62,7,46,51,74500,84500,1250,1250,2,2,Horizontální,1.4
212,14.0361,14.0425,50.5725,50.5656,12,10,41,43,71750,81750,1000,1000,14,14,Vertikální,0.89
213,14.0186,14.0286,50.6681,50.6703,21,11,43,43,81250,71250,250,250,12,12,Vertikální,0.75
214,18.1258,18.1233,49.7878,49.7858,15,22,43,43,71375,71375,500,500,0,0,Vertikální,0.28
215,14.6031,14.6128,49.0158,49.0192,12,36,43,43,72375,72375,500,500,5,5,Vertikální,0.8
216,16.3536,16.3447,49.1658,49.1625,12,10,50,50,74375,74375,500,500,5,5,Vertikální,0.74
217,16.3447,16.3425,49.1625,49.1603,10,12,42,42,74375,74375,500,500,5,5,Horizontální,0.3
218,15.0478,15.0531,50.7614,50.7631,12,78,42,42,71875,71875,500,500,0,0,Vertikální,0.41
219,13.8089,13.7906,50.3514,50.3547,20,25,52,52,72000,82000,1250,1250,17,17,Horizontální,1.35
220,14.0061,14.0158,50.6578,50.6625,14,10,43,43,71750,81750,1000,1000,14,14,Vertikální,0.86
221,18.0647,18.0672,49.3047,49.3144,9,7,42,42,73875,73875,500,500,5,5,Vertikální,1.1
222,18.3569,18.3831,49.9114,49.9042,45,20,50,50,74500,84500,1250,1250,22,22,Horizontální,2.03
223,16.8747,16.8778,49.2006,49.2083,9.5,9.5,43,43,81750,71750,1250,1250,16,16,Vertikální,0.89
224,16.8778,16.8842,49.2083,49.2083,5,19,43,43,71875,81875,500,500,5,5,Horizontální,0.46
225,16.8714,16.8778,49.2092,49.2083,2,7,43,43,84250,74250,1250,1250,16,16,Horizontální,0.47
226,18.2661,18.2639,49.8011,49.8081,38,9,42,42,74375,74375,500,500,5,5,Vertikální,0.79
227,18.2808,18.2872,49.8389,49.8317,60,30,42,42,74375,74375,500,500,5,5,Vertikální,0.92
228,14.5425,14.5369,50.0936,50.0839,8,27,43.5,43.5,75750,85750,250,250,12,12,Vertikální,1.15
229,14.4331,14.4372,50.075,50.0756,28,35,43.8,43.8,71250,81250,250,250,0,0,Vertikální,0.3
230,14.4497,14.4519,50.0942,50.0925,30,32,43.8,43.8,81250,71250,250,250,0,0,Vertikální,0.24
231,14.4192,14.4167,50.0767,50.0814,31,30,43.8,43.8,72000,82000,250,250,10,10,Vertikální,0.55
232,14.4408,14.4331,50.0775,50.0789,33,31,43.8,43.8,71250,81250,250,250,5,5,Vertikální,0.58
233,14.4842,14.4672,50.1253,50.1222,45,22,43.8,43.8,71750,81750,250,250,17,17,Vertikální,1.25
234,14.4842,14.4836,50.1253,50.1264,45,30,43.8,43.8,71250,81250,250,250,-5,-5,Vertikální,0.13
235,18.3364,18.3353,49.6806,49.675,49,30,43.8,43.8,71250,81250,250,250,10,10,Vertikální,0.62
236,18.3364,18.3494,49.6806,49.6931,49,26,43.8,51,71500,81500,250,250,12,12,Vertikální,1.68
237,18.3364,18.3428,49.6806,49.6797,48,40,43.8,43.8,72000,82000,250,250,6,6,Vertikální,0.47
238,18.3364,18.3603,49.6806,49.6875,50,28,43.8,51,71750,81750,250,250,14,14,Vertikální,1.88
239,18.3364,18.3564,49.6806,49.6819,50,27,43.8,43.8,72250,82250,250,250,17,17,Vertikální,1.45
240,17.9117,17.9086,49.9306,49.9431,42,27,42,42,74375,74375,500,500,5,5,Vertikální,1.41
241,14.4308,14.4275,50.0278,50.0228,26,46,43,43,74875,74875,500,500,5,5,Vertikální,0.6
242,14.06,14.0642,50.6244,50.6242,9,19,43,43,74375,74375,500,500,5,5,Vertikální,0.3
243,14.0581,14.0847,50.3208,50.3231,12,12,42,42,73875,73875,500,500,5,5,Horizontální,1.91
244,17.2172,17.2056,49.3442,49.3411,13,30,43,43,74375,74375,500,500,5,5,Vertikální,0.91
245,16.2372,16.24,50.2033,50.2011,30,30,46,46,74375,74375,500,500,2,2,Vertikální,0.32
246,14.4683,14.4444,50.0983,50.0925,63,24,43.8,51,71750,81750,250,250,10,10,Vertikální,1.82
247,14.4683,14.5014,50.0983,50.1161,62,13,51,51,71250,81250,250,250,17,17,Vertikální,3.08
248,14.4044,14.405,50.0733,50.0811,27,24,43.8,43.8,71250,81250,250,250,13,13,Vertikální,0.87
249,14.0947,14.0878,50.2292,50.2353,24,16,42,42,74000,74000,500,500,5,5,Horizontální,0.84
250,16.6442,16.6369,49.3603,49.3578,15,8,43,43,75375,75375,500,500,5,5,Vertikální,0.59
251,16.6444,16.6497,49.3603,49.3647,18,40,43,43,72375,72375,500,500,5,5,Vertikální,0.62
